id,voyage_id,voyage_dates__imp_arrival_at_port_of_dis_sparsedate__year,voyage_slaves_numbers__imp_total_num_slaves_disembarked,voyage_slaves_numbers__imp_total_num_slaves_embarked,voyage_dates__length_middle_passage_days,voyage_dates__imp_length_home_to_disembark,voyage_crew__crew_first_landing,voyage_crew__crew_voyage_outset,voyage_ship__tonnage_mod,voyage_slaves_numbers__imp_jamaican_cash_price,voyage_slaves_numbers__imp_mortality_ratio,voyage_slaves_numbers__percentage_women_among_embarked_slaves,voyage_outcome__vessel_captured_outcome__name,voyage_ship__imputed_nationality__name,voyage_itinerary__imp_region_voyage_begin__name,voyage_ship__rig_of_vessel__name,voyage_itinerary__place_voyage_ended__name,voyage_dates__slave_purchase_began_sparsedate__month,voyage_slaves_numbers__percentage_men,voyage_dates__voyage_completed_sparsedate__month,voyage_itinerary__region_of_return__name,voyage_slaves_numbers__percentage_boy,voyage_itinerary__imp_principal_region_slave_dis__name,voyage_itinerary__imp_principal_region_of_slave_purchase__name,voyage_dates__date_departed_africa_sparsedate__month,voyage_dates__voyage_began_sparsedate__month,voyage_itinerary__imp_port_voyage_begin__name,voyage_dates__first_dis_of_slaves_sparsedate__month,voyage_itinerary__imp_broad_region_slave_dis__name,voyage_slaves_numbers__percentage_girl,voyage_outcome__particular_outcome__name,voyage_itinerary__imp_principal_port_slave_dis__name,voyage_slaves_numbers__percentage_child,voyage_slaves_numbers__percentage_women,voyage_dates__departure_last_place_of_landing_sparsedate__month,voyage_outcome__outcome_owner__name,voyage_outcome__outcome_slaves__name,voyage_itinerary__imp_principal_place_of_slave_purchase__name,voyage_outcome__resistance__name,voyage_slaves_numbers__percentage_male,voyage_slaves_numbers__percentage_female,voyage_itinerary__imp_broad_region_voyage_begin__name,voyage_itinerary__imp_broad_region_of_slave_purchase__name,voyage_sources,enslavers,dataset_source
132715,132715,1827.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,2.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Hope and Polly, 2-28-1827,&#x201D; February 28, 1827. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1826-1827, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 4, NAID 173911558. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173911558.|  “Manifest of the Hope and Polly, 1827-2-28,” February 28, 1827. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1826-1827, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 4, NAID 173911558. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173911558.","Captain: Chase, Theophilas|Shipper: Denton, GW|Consignor: Erwin, James|Shipper: Robinson, Abner|Consignor: Dick Booker & Co",Intra
132716,132716,1827.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Jefferson, 1-15-1828,&#x201D; January 15, 1828. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1828, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 5, NAID 173910651. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173910651.|  “Manifest of the Jefferson, 12--1827,” 1827. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Jefferson, 12--1827,” 1827. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).",,Intra
132717,132717,1822.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,1.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,,"Captain: Jackson, Bemoni|Shipper: Handers, Grant|Consignor: Handers, S|Shipper: Peyton, B|Shipper: Marshall, James K|Shipper: Tankasly?, R|Shipper: Coles?, Thomas|Consignor: N&J Dick & Co|Consignor: Reed, E|Shipper: Cox, B",Intra
132718,132718,1825.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Georgia,1.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Savannah,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Elisa Ann, 2-7-1825,&#x201D; February 7, 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.|  “Manifest of the Elisa Ann, 1825-2-7,” February 7, 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.","Captain: Ellison, Benjamin|Millaudon & Couron, Laurent & John Joseph",Intra
132719,132719,1847.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,0.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the EH Chapin, 11--1847,” 1847. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the EH Chapin, 11--1847,” 1847. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the EH Chapin, 12-25-1847,&#x201D; December 25, 1847. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1846-47, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 11, NAID 173892418. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173892418.","Shipper: Donovan, Joseph|Buyer: Nelson, John Peter|Buyer: Kimball, Helena|Captain: Collins, GW|Buyer: Cartwright, Elizabeth|Buyer: Srymanski?, Ignatius|Buyer: Ratcliffe, Allen Dunbar|Seller: Wilson, Jonathan M.|Town?, Alexander|Slatter, Hope|Seller: Lockett/Slatter, Hope/Edward",Intra
132720,132720,1831.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Anne & Leah, 11-1-1831,” November 1, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Anne & Leah, 11-1-1831,” November 1, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: Woolfolk, Samuel|Shipper: Woolfolk, Austin|Captain: Goldsmith,",Intra
132721,132721,1830.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,0.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the Isley, 1830-2-2,” February 2, 1830. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.|  &#x201C;Manifest of the Isley, 2-2-1830,&#x201D; February 2, 1830. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.","Captain: Mitchell, Thomas B.|Robinson, Anthony|Consignor: N&J Dick & Co",Intra
132722,132722,1849.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the Cyan, 12-18-1848,” December 18, 1848. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: Carroll & Co, Buchanan|Consignor: Hagan, John|Shipper: Currie, David|Consignor: Robinson, ?|Consignor: Jones & Co, Waid|Captain: Willston, Cary|Consignor: ?, ?|Consignor: Robinson, Abner|Consignor: Boudar, Thomas|Consignor: Peterson & Stewart, H|Shipper: Apperson, George W|Consignor: Talbot, William F.",Intra
132723,132723,1819.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,1.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,,"Captain: Perkins, Steven|Shipper: Robinson, Abner|Consignor: William Kenner & Co",Intra
132724,132724,1826.0,98.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01010101,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Brandy Wine, 1-9-1826,&#x201D; January 9, 1826. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1826-1827, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 4, NAID 173911558. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173911558.|  “Manifest of the Brandy Wine, 12-15-1825,” December 15, 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Brandy Wine, 12-15-1825,” December 15, 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Wilkinson, James|Cayce, Thomas|Shipper: Rogers & Harrison?|Bowman, John?|Consignor: De Ende, Henry|Chambers, Josiah|Captain: Gerry, Robert|Consignor: Gordon & Forstath?",Intra
132726,132726,1834.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,0.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Alexandria,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Uncas, 4-11-1834,&#x201D; April 11, 1834. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.|  “Manifest of the Uncas, 3--1834,” 1834. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: A. Fisk Watt & Co|Consignor: Cop, Nathaniel|Shipper: Moore, William|Captain: Boush, Nathaniel|Consignor: Hagart & Co, John|Consignor: Franklin, Isaac|Shipper: Franklin & Armfield",Intra
132727,132727,1822.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Brazillian, 10-21-1822,” October 21, 1822. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Horton, Samuel|Harwood, John R|Moussier, John B.",Intra
132728,132728,1835.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,12.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,New Smyrna,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Emeline, 12-17-1835,” December 17, 1835. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Eldridge, William|Andrews, Hughes, Henry W, B|Shipper: Haring, C",Intra
132729,132729,1845.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,4.0,0.0,0,5.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the John A. Lancaster, 5-11-1845,&#x201D; May 11, 1845. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1844-1845, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 10, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173900399.|  “Manifest of the John A. Lancaster, 4-26-1845,” April 26, 1845. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: Peterson, HF|Consignor: Pilnon…, HF|Consignor: Hagan, John|Consignor: James, John D.|Shipper: Davis, Henry|Shipper: Currie, David|Consignor: Truehart, John A|Consignor: Boudar, Thomas|Captain: Loveland, Jesse|Consignor: Davis, Mark|Consignor: Young, Olympas|Shipper: Apperson, George W",Intra
132730,132730,1832.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Alexandria,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Tribune, 11-26-1832,&#x201D; November 26, 1832. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.|  “Manifest of the Tribune, 11-2-1832,” November 2, 1832. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: Linton, John|Shipper: Lee, John|Shipper: Armfield, John|Consignor: Franklin, Isaac",Intra
132731,132731,1852.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,2.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the Virginian, 2-2-1852,” February 2, 1852. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Dickson, John|Consignor: Millspaugh|Consignor: Omohundro, AC|Consignor: Hagan, John|Consignor: Davis, George|Shipper: Currie, David|Consignor: Hart & Co, EJ|Consignor: James, Thomas|Consignor: Rutherford, CM|Captain: Boush, Nathaniel|Consignor: James, thomas Y|Consignor: Talbot, William F.",Intra
132732,132732,1824.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,11.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the James Monroe, --1824,&#x201D; 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.|  “Manifest of the James Monroe, 11-23-1824,” November 23, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the James Monroe, 11-23-1824,” November 23, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Bush, Walter|Wilkinson, James P|Insard, Joseph",Intra
132733,132733,1823.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Gazelle, 1-4-1823,&#x201D; January 4, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.|  “Manifest of the Gazelle, 12-16-1822,” December 16, 1822. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Gazelle, 12-16-1822,” December 16, 1822. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Peyton, Bernard|Dickson, John|Captain: Hamlin, Zacheus|Shipper: May, Thomas|Grant, Samuel A|Shipper: Peyton?, Bernard|Sampson, Hobson|Clay, John|Consignor: N&J Dick & Co|R….?, Elias|Shipper: Read, Elias|Shipper: Sanders, Alexander|Isnard, Joseph|Shipper: Taylor, Archibald?|Shipper: Cuningham?, Ed|Shipper: Rodes, John D|Read?, Elias|Clay, Taylor, John, R.",Intra
